type,id,taxon_name,collection_date,late_collection_date,collection_day,collection_month,county,elevation,locality,latitude,longitude,pop_gen
herbarium,CAS-BOT-BC87805,Streptanthus tortuosus,8/5/74,8/5/74,,,Plumas,2072,"Sierra Nevada. Trail to Mount Elwell, Lakes Basin. Above Silver Lake.",39.6982,-120.6886,
herbarium,UCD164326,Streptanthus tortuosus,6/25/11,6/25/11,,,Nevada,2072,Carr Lake: on S side of lake.,39.399444,-120.638333,
herbarium,POM273811,Streptanthus tortuosus,7/3/32,7/3/32,,,Tuolumne,2073,Middle Fork Toulumne River. Sierra Nevada mtn range.,37.87441,-119.73973,
herbarium,RSA121463,Streptanthus tortuosus,6/6/34,6/6/34,,,Placer,2073,1.25 mile NW of Devils Peak.,39.041797,-120.307679,
herbarium,RSA603117,Streptanthus tortuosus,7/17/34,7/17/34,,,Plumas,2073,"Above Long Lake, Mt Elwell region.",39.691184,-120.670525,
herbarium,RSA237366,Streptanthus tortuosus,7/20/67,7/20/67,,,Siskiyou,2073,SSE of Diamond Lake. The Salmon Mountains. High Lake Basins in the vicinity of English Peak. Marble Mountain Wilderness Area.,41.41116,-123.21918,
herbarium,HSC29181,Streptanthus tortuosus var. tortuosus,8/5/68,8/5/68,,,Siskiyou,2073,"Marble Mtn. Wilderness Area, between English Peak and Diamond Lake",41.4095,-123.2224,
herbarium,RSA237369,Streptanthus tortuosus,8/5/68,8/5/68,,,Siskiyou,2073,Ridge between English Peak and Diamond Lake. The Salmon Mountains. High Lake Basins in the vicinity of English Peak. Marble Mountain Wilderness Area.,41.41406,-123.21854,
herbarium,HSC18972,Streptanthus tortuosus var. tortuosus,8/3/69,8/3/69,,,Siskiyou,2073,Near Little Duck Lake,41.3062,-122.9546,
herbarium,UCR54273,Streptanthus tortuosus,5/30/88,5/30/88,,,Calaveras,2073,"Sierra Nevada Mtns., Stanislaus National Forest, Hell's Kitchen Scenic Overlook, c. 9 mi. east of Calaveras Big Trees State Park on St. Hwy 4",38.42389,-120.0825,
herbarium,SD237392,Streptanthus tortuosus var. orbiculatus,7/19/10,7/19/10,,,El Dorado,2085,"Northern Sierra Nevada Mountains: southeast side of Wright's Lake, 5.8 miles NE (34a^z) of Kyburz (Pyramid Peak 7.5'Q)",38.84694,-120.23333,
herbarium,UCR219669,Streptanthus tortuosus var. orbiculatus,7/19/10,7/19/10,,,El Dorado,2085,"Northern Sierra Nevada Mountains, southeast side of Wright's Lake, 5.8 mi. NE (34 deg. ) of Kyburz",38.84694,-120.23333,
herbarium,RSA785614,Streptanthus tortuosus var. orbiculatus,7/19/10,7/19/10,,,El Dorado,2085,"southeast side of Wright s Lake, 5.8 mi. NE (34 deg ) of Kyburz",38.846944,-120.233333,
herbarium,SBBG14372,Streptanthus tortuosus var. orbiculatus,7/25/62,7/25/62,,,Tulare,2087,Tokopah Falls of the Marble Fk of Kaweah River,36.611,-118.693,
herbarium,CAS-BOT-BC87923,Streptanthus tortuosus,8/7/62,8/7/62,,,Tulare,2087,"Sierra Nevada. General's Highway, 3.4 miles south of Dorst Creek.",36.607229,-118.792495,
herbarium,CAS-BOT-BC87924,Streptanthus tortuosus,8/7/62,8/7/62,,,Tulare,2087,"Sierra Nevada. General's Highway, 3.4 miles south of Dorst Creek.",36.607229,-118.792495,
herbarium,CAS-BOT-BC87925,Streptanthus tortuosus,8/7/62,8/7/62,,,Tulare,2087,"Sierra Nevada. General's Highway, 3.4 miles south of Dorst Creek.",36.607229,-118.792495,
herbarium,SBBG16333,Streptanthus tortuosus var. tortuosus,8/7/62,8/7/62,,,Tulare,2087,"Generals Highway, 3.4 mi S of Dorst Crk",36.6072,-118.7925,
herbarium,CHSC71698,Streptanthus tortuosus var. orbiculatus,8/20/98,8/20/98,,,Nevada,2087,"Meadow Lake Rd. 3.4 mi southeast of Graniteville Rd., ca. 1 mi northeast of Tollhouse Lake. In a clearcut below the road.",39.443611,-120.527778,
herbarium,JEPS94031,Streptanthus tortuosus var. orbiculatus,8/20/98,8/20/98,,,Nevada,2087,ca. 1 mi. n.e. Tollhouse Lake (Meadow Lake Rd. 3.4 mi. s.e. of Graniteville Rd.),39.4398,-120.5213,
herbarium,CHSC79138,Streptanthus tortuosus var. pallidus,6/29/00,6/29/00,,,Tehama,2095,"High North Coast Ranges. At Ides Cove Trailhead, a small saddle on the ridge about 2300 m east of Mt. Linn.",40.038333,-122.826944,
herbarium,CAS-BOT-BC87737,Streptanthus tortuosus,8/12/70,8/12/70,,,Nevada,2103,0.5 mile east of Webster Flat on road to Magonigal Summit.,39.331872,-120.480965,
herbarium,UC402748,Streptanthus tortuosus var. orbiculatus,7/23/07,7/23/07,,,El Dorado,2103,"Grass Lake Trail Lake Tahoe Region, Glen Alpine",38.87344,-120.098495,
herbarium,SBBG2576,Streptanthus tortuosus var. orbiculatus,6/1/51,6/1/51,,,Tulare,2109,"Granite ridge, Badger Pass",36.631337,-119.013162,
herbarium,CAS-BOT-BC87591,Streptanthus tortuosus,7/14/35,7/14/35,,,Fresno,2133,Sierra Nevada. Mono Creek Dam Public Camp Grounds.,37.357221,-118.994331,
herbarium,GH422272,Streptanthus tortuosus,7/14/35,7/14/35,,,Unknown,2133,"Sierra Nevada, Mono Creek Dam, Public Camp Grounds",37.359433,-118.997528,
herbarium,UC718431,Streptanthus tortuosus var. orbiculatus,7/14/35,7/14/35,,,Fresno,2133,Mono Creek Dam Public Camp Grounds Sierra Nevada,37.35767,-118.9944,
herbarium,GH422267,Streptanthus tortuosus,6/29/38,6/29/38,,,Unknown,2133,"2 mi. W. of Cold Springs Meadow above Bass Lake, Sierra Nevada",37.519455,-119.51951,
herbarium,UC614613,Streptanthus tortuosus,6/29/38,6/29/38,,,Madera,2133,2 mi w Cold Springs Meadow (above Bass Lake); Sierra Nevada,37.519455,-119.51951,
herbarium,CAS-BOT-BC87596,Streptanthus tortuosus,6/25/39,6/25/39,,,Fresno,2133,Sierra National Forest. Huntington Lake.,37.239914,-119.19615,
herbarium,YM-YOSE59631,Streptanthus tortuosus,7/4/39,7/4/39,,,Mariposa,2133,MERCED LAKE TRAIL. 6 MILES ABOVE NEVADA FALLS.,37.744747,-119.465854,
herbarium,GH422288,Streptanthus tortuosus,8/6/39,8/6/39,,,Unknown,2133,"Donner Pass, 2 miles west of Donner Lake",39.31917,-120.3275,
herbarium,CAS-BOT-BC87743,Streptanthus tortuosus,7/17/43,7/17/43,,,Nevada,2133,West side of Donner Pass near Norden. Boreal Ridge.,39.319072,-120.328535,
herbarium,UC710569,Streptanthus tortuosus,7/17/43,7/17/43,,,Nevada,2133,w side of Donner Pass near Norden; Boreal Ridge,39.33028,-120.34389,
herbarium,CAS-BOT-BC87500,Streptanthus tortuosus,7/11/58,7/11/58,,,Alpine,2133,On east side of Ebbett's Pass.,38.6701,-119.7345,
herbarium,SJSU3937,Streptanthus tortuosus,6/20/64,6/20/64,,,El Dorado,2133,SE base of Mt Tallac,38.90025,-120.08726,
herbarium,SBBG23494,Streptanthus tortuosus var. tortuosus,6/27/65,6/27/65,,,Tulare,2133,"High Sierra Trail, Sequoia Nat Park",36.576,-118.707,
herbarium,SBBG45988,Streptanthus tortuosus var. orbiculatus,8/26/67,8/26/67,,,Tulare,2133,Lodgepole Cmpgrd,36.605,-118.725,
herbarium,UCSB27191,Streptanthus tortuosus,7/22/69,7/22/69,,,Fresno,2133,"Tea Kettle Creek, along road between Balch Park and Dinkey Creek, near Sawmill Flat, Sierra Nevada",36.928508,-119.132863,
herbarium,JEPS72067,Streptanthus tortuosus var. orbiculatus,7/20/72,7/20/72,,,El Dorado,2133,road from Lily Lake to Glen Alpine Spring,38.877407,-120.08749,
herbarium,CAS-BOT-BC87769,Streptanthus tortuosus,7/24/93,7/24/93,,,Placer,2133,Sierra Nevada. About 15 miles southeast of Interstate Highway #80 at Soda Springs on the trail to Upper Sheep Valley.,39.25093,-120.33905,
herbarium,UC162647,Streptanthus tortuosus var. orbiculatus,6/1/01,6/30/01,,,Siskiyou,2133,ridges and meadows near Marble Mountain; North Coast Ranges,41.49048,-123.40542,
herbarium,JEPS54025,Streptanthus tortuosus var. orbiculatus,7/16/02,7/23/02,,,Humboldt,2133,Trinity Summit,41.1061,-123.4796,
herbarium,CAS-BOT-BC87544,Streptanthus tortuosus,8/6/15,8/6/15,,,El Dorado,2133,Near Camp Echo on the Lincoln Highway.,38.82759,-120.03574,
herbarium,CAS-BOT-BC87545,Streptanthus tortuosus,8/6/15,8/6/15,,,El Dorado,2133,Near Camp Echo on the Lincoln Highway.,38.82759,-120.03574,
herbarium,GH422372,Streptanthus tortuosus,8/6/15,8/6/15,,,Unknown,2133,"Near Camp Echo, on the Lincoln Ghighway",38.82759,-120.03574,
herbarium,UC856774,Streptanthus tortuosus var. orbiculatus,8/6/15,8/6/15,,,El Dorado,2133,on the Lincoln Hwy near Camp Echo,38.82836,-120.03417,
herbarium,JEPS54018,Streptanthus tortuosus,7/1/20,7/28/20,,,Fresno,2133,Huntington Lake High Sierras,37.240345,-119.19856,
herbarium,CAS-BOT-BC87789,Streptanthus tortuosus,8/3/20,8/3/20,,,Plumas,2133,Feather River Region. Camp Rodgers also 4 Hill Mine trail.,39.952483,-121.274518,
herbarium,CAS-BOT-BC87567,Streptanthus tortuosus,6/8/26,6/8/26,,,El Dorado,2133,Tahoe Forest. Above French Lake.,39.124025,-120.444436,
herbarium,CAS-BOT-BC87759,Streptanthus tortuosus,1881-07-25,1881-07-25,,,Nevada,2133,Soda Springs.,39.32248,-120.37874,
herbarium,UC310293,Streptanthus tortuosus,1881-07-25,1881-07-25,,,Nevada,2133,Soda Springs,39.32333,-120.37889,
herbarium,CAS-BOT-BC87551,Streptanthus tortuosus,1898-07-12,1898-07-12,,,El Dorado,2133,Glen Alpine.,38.87557,-120.09636,
herbarium,RSA697480,Streptanthus tortuosus,7/23/34,7/23/34,,,Tulare,2134,N side of Sequoia Park.,36.576846,-118.639578,
herbarium,RSA16661,Streptanthus tortuosus,7/14/35,7/14/35,,,Fresno,2134,Sierra Nevada. Mono Creek Dam Public Camp Grounds.,37.357221,-118.994331,
herbarium,POM277386,Streptanthus tortuosus,7/6/36,7/6/36,,,Mariposa,2134,"Yosemite Falls Trail, Yosemite National Park.",37.759065,-119.597658,
herbarium,SFV1526,Streptanthus tortuosus,8/13/58,8/13/58,,,Mariposa,2134,"Sierra Nevada Yosemite National Park, Bridalveil Campground, beside main road to Glacier Point.",37.663316,-119.619887,
herbarium,RSA507877,Streptanthus tortuosus,8/26/67,8/26/67,,,Tulare,2134,"Lodgepole Campground, Sequoia National Park.",36.605,-118.725,
herbarium,SEINET10481899,Streptanthus tortuosus,6/26/73,6/26/73,,,Nevada,2134,In pine forest among granitic boulders across rd n. From soda springs hotel on w. Side of donner pass.,39.33333,-120.36666,
herbarium,HSC59933,Streptanthus tortuosus var. orbiculatus,7/19/79,7/19/79,,,Siskiyou,2134,"Trinity Alps Wilderness Area, Caribou Lakes Basin, NW of upper lake",41.0333,-122.9833,
herbarium,UCD75726,Streptanthus tortuosus,7/19/08,7/19/08,,,Placer,2136,"Donner State Park, newly acquired lands to the SW of Donner Lake, along Emigrant Trail on the N side of the north fork of Cold Creek, south side of trail between creek and trail.",39.290792,-120.301598,
herbarium,UCR226134,Streptanthus tortuosus,7/19/08,7/19/08,,,Placer,2138,"Donner State Park, newly acquired lands to the southwest of Donner Lake, along Emigrant Trail on the north side of the north fork of Cold Creek, south side of trail between creek and trail",39.29083,-120.30161,
herbarium,HSC18973,Streptanthus tortuosus var. tortuosus,7/8/69,7/8/69,,,Siskiyou,2140,NE slope above Little Duck Lake,41.309,-122.9518,
seed_collection,WL1,Streptanthus tortuosus,,,,,,1613.837245,Sites WL1 - WL4 lie along the road in numerical order from South - North. Mid- to high-elevation sites.,38.78608,-120.2143,x
seed_collection,YOSE2,Streptanthus tortuosus,,,,,,2147.820786,,37.66728,-119.60349,
herbarium,CAS-BOT-BC87659,Streptanthus tortuosus,7/25/38,7/25/38,,,Mariposa,2157,"Signal Peak, Chowchilla Mountain.",37.52924,-119.740049,
seed_collection,YOSE4,Streptanthus tortuosus,,,,,,2157.57391,,37.76378,-119.77244,
herbarium,LA85160,Streptanthus tortuosus,7/13/46,7/13/46,,,Mariposa,2163,"Upper Bridal Veil Creek, Yosemite National Park",37.642352,-119.597957,
herbarium,UC1292656,Streptanthus tortuosus,5/31/47,5/31/47,,,Mariposa,2164,"ridge above campsite; Yosemite N.P., Tenaya Lake",37.825181,-119.468677,
herbarium,CHSC56531,Streptanthus tortuosus var. tortuosus,8/3/84,8/3/84,,,Sierra,2164,Top of the ridge (Sierra crest) west of Packer Lake (just north of Packer Saddle).,39.622222,-120.6625,
herbarium,CHSC9513,Streptanthus tortuosus,7/11/71,7/11/71,,,Nevada,2172,"At Rest Area on Hwy. 20 at Donner Summit, 10.1 mi. sw of Truckee.",39.333333,-120.359167,
herbarium,JEPS72298,Streptanthus tortuosus var. orbiculatus,7/28/63,7/28/63,,,El Dorado,2179,trail from Auadrain Lake to US 50,38.81303,-120.04478,
herbarium,HSC69120,Streptanthus tortuosus,8/7/80,8/7/80,,,Siskiyou,2180,"Klamath National Forest, NW flank of Preston Peak, near summit",41.8359,-123.6135,
herbarium,RSA0016087,Streptanthus tortuosus,7/17/13,7/17/13,,,Fresno,2180,"Sequoia National Forest; Monarch Wilderness area, about 0.5 air mile southwest of Wildman Meadow.",36.83061,-118.71477,
herbarium,UCR246326,Streptanthus tortuosus,7/11/11,7/11/11,,,Inyo,2182,"Eastern Sierra Nevada Mtns., Pine Creek Cyn, along Pine Creek Rd 9.3 mi. west of US 395, just downstream from Gable Creek trailhead",37.36158,-118.68777,
herbarium,RSA798176,Streptanthus tortuosus,7/11/11,7/11/11,,,Inyo,2182,"Eastern Sierra; Pine Creek Canyon, along Pine Creek Rd 9.3 mi. west of US 395, just downstream from Gable Creek trailhead.",37.361583,-118.687767,
herbarium,CAS-BOT-BC87934,Streptanthus tortuosus,7/26/41,7/26/41,,,Tulare,2183,"Sequoia National Forest. On and about Dome Rock, drainage of Peppermint Creek (tributary of Kern RIver).",36.066883,-118.52991,
herbarium,UC676870,Streptanthus tortuosus,7/26/41,7/28/41,,,Tulare,2183,"on and about rock in drainage of creek Sequoia National Forest, Peppermint Creek, Dome Rock (creek is tributary of Kern River)",36.066883,-118.52991,
herbarium,CAS-BOT-BC87819,Streptanthus tortuosus,7/1/40,7/1/40,,,Shasta,2194,Lassen National Park.,40.498695,-121.420185,
herbarium,CAS-BOT-BC87643,Streptanthus tortuosus,7/9/47,7/9/47,,,Mariposa,2194,"Yosemite National Park. Yosemite Creek, Tioga Pass road.",37.8516,-119.5742,
herbarium,CAS-BOT-BC87885,Streptanthus tortuosus,7/20/51,7/20/51,,,Trinity,2194,"Fisher Ridge, east of Black Rock. North Yolla Bolly Mountains.",40.1692,-123.0083,
herbarium,CAS-BOT-BC87755,Streptanthus tortuosus,7/30/58,7/30/58,,,Nevada,2194,Sierra Nevada. 0.25 mile southwest of Sterling Dam.,39.356556,-120.489845,
herbarium,CAS-BOT-BC87725,Streptanthus tortuosus,7/29/61,7/29/61,,,Nevada,2194,Meadow Lake.,39.41316,-120.492757,
herbarium,JEPS72071,Streptanthus tortuosus,7/7/63,7/7/63,,,El Dorado,2194,within 300 yds Echo Summit Lodge; California Alpine Club,38.824383,-120.02946,
herbarium,CAS-BOT-BC87742,Streptanthus tortuosus,6/9/68,6/9/68,,,Nevada,2194,Sierra Nevada. South of Donner Summit near Norden.,39.327766,-120.394011,
herbarium,JEPS72066,Streptanthus tortuosus var. orbiculatus,7/18/72,7/18/72,,,El Dorado,2194,tr. from Wrights Lake to Grouse Lake,38.85749,-120.213165,
herbarium,UCD34168,Streptanthus tortuosus var. tortuosus,6/29/77,6/29/77,,,Nevada,2194,"Nevada County, Hwy. 80 at the new Donner summit.",39.327766,-120.394526,
herbarium,LA105926,Streptanthus tortuosus,7/29/85,7/29/85,,,Fresno,2194,"Sierra Nevada, Jackass Meadows Campground area below Florence Lake",37.4167,-118.95,
herbarium,JEPS101183,Streptanthus tortuosus,7/8/94,7/8/94,,,Madera,2194,"ca. 1 mi North of Fresno Dome (along Forest Rd. 5S06 ca. 0.7 mi E of Fresno Dome Campground), Sierra National Forest (Big Creek watershed, South Fork Merced River drainage",37.450832,-119.51806,
herbarium,JEPS54035,Streptanthus tortuosus var. orbiculatus,7/8/09,7/8/09,,,Mariposa,2194,Lake Merced Merced River,37.740091,-119.414396,
herbarium,RSA45296,Streptanthus tortuosus,7/9/47,7/9/47,,,Mariposa,2195,"Yosemite Creek, Yosemite national Park, Tioga Pass road.",37.851647,-119.57416,
herbarium,RSA67501,Streptanthus tortuosus,7/20/51,7/20/51,,,Trinity,2195,"Fisher Ridge, east of Black Rock. North Yolla Bolly Mts.",40.173824,-122.9975,
herbarium,RSA101486,Streptanthus tortuosus,6/26/55,6/26/55,,,Plumas,2195,Mud Lake. Lakes Basin Area.,39.99639,-121.33444,
herbarium,HSC18897,Streptanthus tortuosus var. tortuosus,7/9/68,7/9/68,,,Siskiyou,2195,Ridge between Sugar Creek and Duck Lake Creek drainages,41.3186,-122.9178,
herbarium,UCD116311,Streptanthus tortuosus,7/25/84,7/25/84,,,Siskiyou,2196,on summit slopes of Little Mt. Hoffman.,41.57889,-121.65861,
herbarium,CAS-BOT-BC87926,Streptanthus tortuosus,8/18/65,8/18/65,,,Tulare,2199,Sierra Nevada. Dome Rock.,36.06667,-118.52889,
herbarium,CAS-BOT-BC87927,Streptanthus tortuosus,8/18/65,8/18/65,,,Tulare,2199,Sierra Nevada. Dome Rock.,36.06667,-118.52889,
herbarium,CAS-BOT-BC136666,Streptanthus tortuosus,6/28/96,6/28/96,,,Tulare,2200,"Ca. 83 km E of Fresno (FSC), Sequoia National Forest, 2.4 km E-NE of Big Meadows, Big Creek bridge",36.722222,-118.804167,
herbarium,UC1225470,Streptanthus tortuosus,8/17/56,8/17/56,,,Fresno,2225,meadow in elongate depression ese Bald Mt. (on trail to Bald Mt. Lookout from high point on road from Shaver L. to Dinkey Crk.),37.0945,-119.19283,
herbarium,CAS-BOT-BC87534,Streptanthus tortuosus,6/15/59,6/15/59,,,El Dorado,2225,On Glen Alpine Road beyond Fallen Leaf Lake.,38.8779,-120.07567,
herbarium,CAS-BOT-BC87770,Streptanthus tortuosus,7/18/69,7/18/69,,,Placer,2225,Ridge between Mount Judah and Sugar Bowl near Donner Pass.,39.297723,-120.320494,
herbarium,CHSC30242,Streptanthus tortuosus var. orbiculatus,8/18/80,8/18/80,,,Siskiyou,2225,"Little Mt. Hoffman, w side.",41.578889,-121.661389,
herbarium,CHSC56287,Streptanthus tortuosus var. orbiculatus,6/14/85,6/14/85,,,El Dorado,2225,Echo Summit.,38.856944,-120.071944,
herbarium,JEPS54024,Streptanthus tortuosus var. orbiculatus,8/9/23,8/9/23,,,Alpine,2225,Silver Lake Silver Valley,38.66164,-120.1166,
herbarium,UCR12272,Streptanthus tortuosus,6/29/66,6/29/66,,,Fresno,2226,"Sierra Nevada Mtns., Ward Lake, between Florence and Huntington Lakes",37.30167,-118.98722,
herbarium,HSC35794,Streptanthus tortuosus var. tortuosus,6/12/69,6/12/69,,,Siskiyou,2226,Ridge SE of Eaton Lake,41.3128,-122.9219,
herbarium,UC569995,Streptanthus tortuosus var. orbiculatus,8/5/35,8/5/35,,,Alpine,2255,1/2 mi s Lake Alpine; Big Trees Quadrangle,38.464375,-120.00048,
herbarium,UC589676,Streptanthus tortuosus,8/5/37,8/5/37,,,Tulare,2255,General's Hwy 9 mi n Giant Forest Post Ofiice; Sequoia National Forest,36.60601,-118.80472,
herbarium,UC589678,Streptanthus tortuosus,8/5/37,8/5/37,,,Tulare,2255,General's Hwy 9 mi n Giant Forest Post Ofiice; Sequoia National Forest,36.60601,-118.80472,
herbarium,CAS-BOT-BC87735,Streptanthus tortuosus,8/19/67,8/19/67,,,Nevada,2255,"Small Lake on Bowman Lake Road, ca. 0.5 mile west of Meadow Lake.",39.412792,-120.501062,
herbarium,CDA36092,Streptanthus tortuosus,7/2/11,7/2/11,,,El Dorado,2255,Sierra Nevada: Shealor Lakes.,38.651389,-120.140833,
herbarium,SFV5438,Streptanthus tortuosus,6/19/62,6/19/62,,,Fresno,2256,"Sierra Nevada Beside road to Lake Thomas A. Edison, about 4 miles northeast of Mono Hot Springs.",37.35,-119,
herbarium,HSC39129,Streptanthus tortuosus var. tortuosus,6/29/74,6/29/74,,,Trinity,2256,"Yolla Bolly Wilderness Area, E of saddle between N Yolla Bolly Mtn. and Black Rock Mtn.",40.1877,-122.9706,
herbarium,UCR247955,Streptanthus tortuosus,7/20/11,7/20/11,,,El Dorado,2256,"Sierra Nevada Mtns., Shealor Lakes",38.65139,-120.14083,
seed_collection,YOSE6,Streptanthus tortuosus,,,,,,2277.65925,,37.85027,-119.57336,
herbarium,CAS-BOT-BC87599,Streptanthus tortuosus,6/19/37,6/19/37,,,Fresno,2286,Jackass Meadow.,37.2845,-118.96228,
herbarium,CAS-BOT-BC87846,Streptanthus tortuosus,7/24/37,7/24/37,,,Siskiyou,2286,"Caribou Basin, Salmon-Trinity Alps.",41.02491,-122.975838,
herbarium,CAS-BOT-BC87851,Streptanthus tortuosus,7/25/40,7/25/40,,,Siskiyou,2286,"Along the trail below Horse Camp, Mount Shasta.",41.3712,-122.2302,
herbarium,UC747440,Streptanthus tortuosus var. orbiculatus,7/25/43,7/25/43,,,El Dorado,2286,slopes above e shore Echo Lake,38.83389,-120.04056,
herbarium,GH422333,Streptanthus tortuosus,7/16/45,7/26/45,,,Unknown,2286,"south side of Upper Echo Lake, north slope of Ralston Mt.",38.83319,-120.10164,
herbarium,CHSC4560,Streptanthus tortuosus,7/18/67,7/18/67,,,Siskiyou,2286,"On roadside, ca. 1.5 mi w of Mount Shasta Ski Bowl.",41.356389,-122.214722,
herbarium,GH422368,Streptanthus tortuosus,7/14/68,7/14/68,,,Unknown,2286,Donner Pass,39.31917,-120.3275,
herbarium,UCSB26274,Streptanthus tortuosus,7/12/69,7/12/69,,,Tulare,2286,"Vicinity of Big Meadows Campground, 4.5 miles northeast of General's Highway of Big Meadows Road",36.723625,-118.810783,
herbarium,CAS-BOT-BC87861,Streptanthus tortuosus,8/8/69,8/8/69,,,Siskiyou,2286,Boulder Peak Ridge.,41.583577,-123.092032,
herbarium,CAS-BOT-BC87495,Streptanthus tortuosus,6/27/78,6/27/78,,,Alpine,2286,Sierra Nevada. East side of Ebbetts Pass on road to Markleeville.,38.6701,-119.7345,
herbarium,CAS-BOT-BC87917,Streptanthus tortuosus,1897-07-17,1897-07-17,,,Tulare,2286,Southern Sierra Nevadas. Head of Kern River. Soda Creek.,36.438699,-118.504526,
herbarium,POM273815,Streptanthus tortuosus,7/5/36,7/5/36,,,Mariposa,2287,Sentinal Dome; Sierra Nevada Mt. Range,37.7236,-119.5838,
herbarium,HSC6941,Streptanthus tortuosus,8/5/62,8/5/62,,,Shasta,2287,"Panther Meadows, Mt. Shasta",41.35538,-122.1998,
herbarium,CAS-BOT-BC87582,Streptanthus tortuosus,7/3/90,7/3/90,,,Fresno,2292,Sierra Nevada Mountain Range. Monarch Wilderness. Sequoia National Forest. South of Wildman Meadow.,36.8325,-118.709722,
herbarium,GH422355,Streptanthus tortuosus,7/3/90,7/3/90,,,Unknown,2292,Southern Sierra Nevada Mountain Range: Monarch Wilderness; Sequoia National Forest. S of Wildman Meadow between the East Fork of Grizzly Creek and the head of Deer Cove Creek,36.8325,-118.709722,
herbarium,RSA567520,Streptanthus tortuosus,7/3/90,7/3/90,,,Fresno,2293,Southern Sierra Nevada Mountain Range: Monarch Wilderness; Sequoia National Forest. S of Wildman Meadow between the East Fork of Grizzly Creek and the head of Deer Cove Creek.,36.8325,-118.709722,
herbarium,HSC97336,Streptanthus tortuosus var. tortuosus,5/29/06,5/29/06,,,Trinity,2299,"Along FS Rd. 14, 0.1 mi. from Hwy. 36, NW side of road.",40.404,-123.3368,
herbarium,CAS-BOT-BC87929,Streptanthus tortuosus,6/1/68,6/1/68,,,Tulare,2301,Sierra Nevada. Mineral King. 2.2 miles above Silver City.,36.466552,-118.646798,
herbarium,CAS-BOT-BC87930,Streptanthus tortuosus,6/1/68,6/1/68,,,Tulare,2301,Sierra Nevada. Mineral King road. 2.2 miles above Silver City.,36.466552,-118.646798,
herbarium,RSA202588,Streptanthus tortuosus,6/1/68,6/1/68,,,Tulare,2302,Mineral King: 2.2 miles above Silver City.,36.466041,-118.644914,
herbarium,JEPS54026,Streptanthus tortuosus var. orbiculatus,6/16/18,6/16/18,,,Tuolumne,2308,Harden Lake,37.89583,-119.675,
herbarium,CAS-BOT-BC87865,Streptanthus tortuosus,6/6/56,6/6/56,,,Siskiyou,2316,Glass Mountain.,41.60155,-121.50497,
herbarium,JEPS23150,Streptanthus tortuosus,7/22/58,7/22/58,,,Tulare,2316,between Rabbit Meadow and Big Meadow (along forest service road to Big Meadow and Horse Corral Meadow); Sequoia National Forest,36.70953,-118.8606,
herbarium,UCD116312,Streptanthus tortuosus,7/26/84,7/26/84,,,Siskiyou,2316,Mt. Shasta Ski Bowl.,41.072313,-122.089713,
herbarium,CAS-BOT-BC87541,Streptanthus tortuosus,8/21/97,8/21/97,,,El Dorado,2316,Growing above Echo Lake.,38.85341,-120.0634,
herbarium,CAS-BOT-BC87878,Streptanthus tortuosus,7/23/08,7/23/08,,,Siskiyou,2316,"Southwest side of Mount Shasta, trail from Bunny Flat to Sierra Club Cabin above Avalanche Gulch.",41.361,-122.236,
herbarium,UC164693,Streptanthus tortuosus var. orbiculatus,7/22/11,7/22/11,,,Mariposa,2316,El Capitan Yosemite National Park,37.740338,-119.637162,
herbarium,RSA66626,Streptanthus tortuosus,7/26/51,7/26/51,,,Tehama,2317,South slope of South Yolla Bolly Peak.,40.02945,-122.85603,
herbarium,HSC18964,Streptanthus tortuosus var. tortuosus,7/9/69,7/9/69,,,Siskiyou,2317,N facing slope above S Sugar Lake,41.2787,-122.9437,
herbarium,RSA618908,Streptanthus tortuosus,7/15/74,7/15/74,,,Mono,2317,"Sierra Nevada: Smokey Bear Flat, north of Casa Diablo.",37.6844,-118.936,
herbarium,SD46787,Streptanthus tortuosus,7/29/55,7/29/55,,,Alpine,2345,"Noble Canyon, Silver Creek, east slope of Sierra Nevada.",38.59722,-119.77833,
herbarium,UC496462,Streptanthus tortuosus,6/21/30,6/21/30,,,El Dorado,2346,Upper Echo Lake Lake Tahoe Region,38.847145,-120.08592,
herbarium,SBBG35804,Streptanthus tortuosus var. orbiculatus,8/10/50,8/10/50,,,Alpine,2346,Pacific Valley,38.517,-119.9023,
herbarium,UC1294091,Streptanthus tortuosus var. orbiculatus,7/10/53,7/10/53,,,Fresno,2346,"w side of canyon 3/8 mi above E. end Vermillion Val. (near water line prospective reservoir, se-sloping soil pocket); Mono Crk. Canyon",37.410847,-118.935745,
herbarium,JEPS25565,Streptanthus tortuosus var. orbiculatus,7/1/59,7/1/59,,,Siskiyou,2346,"pumice fields just e Mt. Shasta Ski Bowl Lodge (upper end of Everitt Hwy, sw slopes of mt); Mt. Shasta",41.36099,-122.19623,
herbarium,CAS-BOT-BC87752,Streptanthus tortuosus,7/10/62,7/10/62,,,Nevada,2346,Sierra Nevada. Near Grouse Ridge Lookout 5 miles north of Yuba Gap.,39.378443,-120.616582,
herbarium,CAS-BOT-BC87494,Streptanthus tortuosus,8/2/77,8/2/77,,,Alpine,2346,"Sierra Nevada. Silver Creek, about 1 mile northeast of Lake Alpine on Ebbetts Pass Road.",38.45604,-120.00396,
